date,season,neutral,playoff,team1,team2,elo1,elo2,elo_prob1,score1,score2,result1,spread_prob
10/16/1949,1949,0,0,GB,ARI,1395.655,1588.769,0.3235546853,17,39,0,
10/16/1949,1949,0,0,SF,BBA,1632.481,1411.393,0.8384655294,51,7,1,
10/16/1949,1949,0,0,DET,LAR,1360.779,1621.519,0.2447576756,10,21,0,
10/23/1949,1949,0,0,NYG,CHI,1452.191,1659.563,0.3058572562,35,28,1,
10/23/1949,1949,0,0,LAR,GB,1632.689,1376.482,0.8640115434,35,7,1,
10/23/1949,1949,0,0,NAA,SF,1488.339,1643.364,0.3732672512,24,3,1,
10/23/1949,1949,0,0,PIT,NYY,1478.302,1231.164,0.8577602679,24,13,1,
10/23/1949,1949,0,0,BBA,LDA,1400.51,1406.075,0.5847091346,17,14,1,
10/23/1949,1949,0,0,PHI,WSH,1623.039,1486.634,0.7612201078,49,14,1,
10/23/1949,1949,0,0,ARI,DET,1607.942,1349.609,0.8654430875,7,24,0,
10/23/1949,1949,0,0,BCL,CRA,1346.076,1309.637,0.6419711564,7,17,0,
10/28/1949,1949,0,0,CRA,LDA,1341.912,1394.864,0.5173315193,14,24,0,
10/30/1949,1949,0,0,LAR,CHI,1640.681,1628.697,0.6090106723,27,24,1,
10/30/1949,1949,0,0,NYY,WSH,1224.973,1470.956,0.2607986111,14,14,0.5,
10/30/1949,1949,0,0,CLE,SF,1665.427,1602.966,0.6756220549,30,28,1,
10/30/1949,1949,0,0,PIT,PHI,1484.492,1638.718,0.3743438582,7,38,0,
10/30/1949,1949,0,0,ARI,NYG,1549.294,1483.058,0.6803661839,38,41,0,
10/30/1949,1949,0,0,GB,DET,1368.49,1408.258,0.5362480631,16,14,1,
10/30/1949,1949,0,0,NAA,BCL,1528.737,1313.8,0.8336121737,21,14,1,
11/6/1949,1949,0,0,CLE,CRA,1672.164,1316.966,0.9182537722,35,2,1,
11/6/1949,1949,0,0,CHI,GB,1618.223,1378.564,0.8524261915,24,3,1,
11/6/1949,1949,0,0,NYG,NYY,1503.118,1232.268,0.8736151145,24,31,0,
11/6/1949,1949,0,0,DET,ARI,1398.184,1529.233,0.4060765846,19,42,0,
11/6/1949,1949,0,0,WSH,PIT,1463.661,1459.556,0.5981590577,27,14,1,
11/6/1949,1949,0,0,BCL,SF,1307.661,1596.229,0.216367661,10,28,0,
11/6/1949,1949,0,0,PHI,LAR,1663.654,1651.155,0.6097163592,38,14,1,
11/6/1949,1949,0,0,NAA,BBA,1534.876,1411.722,0.7470804625,14,17,0,
11/13/1949,1949,0,0,WSH,PHI,1484.225,1687.924,0.3103645341,21,44,0,
11/13/1949,1949,0,0,CHI,DET,1626.236,1373.125,0.8619039186,27,24,1,
11/13/1949,1949,0,0,GB,NYG,1370.551,1460.24,0.4645293572,10,30,0,
11/13/1949,1949,0,0,NAA,CRA,1512.225,1312.125,0.8214259262,14,10,1,
11/13/1949,1949,0,0,CLE,BBA,1677.005,1434.372,0.8545668125,7,7,0.5,
11/13/1949,1949,0,0,LDA,SF,1419.81,1607.795,0.3300500786,24,41,0,
11/13/1949,1949,0,0,PIT,LAR,1438.992,1626.884,0.3301684646,7,7,0.5,
11/13/1949,1949,0,0,NYY,ARI,1275.147,1554.292,0.2257061166,20,65,0,
11/20/1949,1949,0,0,ARI,LAR,1570.041,1621.705,0.5191826268,28,28,0.5,
11/20/1949,1949,0,0,WSH,CHI,1465.668,1629.582,0.3613764938,21,31,0,
11/20/1949,1949,0,0,NAA,CLE,1517.355,1666.191,0.3816386423,0,31,0,
11/20/1949,1949,0,0,BBA,CRA,1445.186,1306.995,0.7630838102,10,0,1,
11/20/1949,1949,0,0,NYG,DET,1488.211,1369.78,0.7419088769,21,45,0,
11/20/1949,1949,0,0,BCL,LDA,1296.095,1401.741,0.4417711085,10,21,0,
11/20/1949,1949,0,0,PHI,NYY,1706.481,1259.397,0.9501590503,42,0,1,
11/20/1949,1949,0,0,GB,PIT,1342.579,1444.172,0.4475323038,7,30,0,
11/24/1949,1949,0,0,CLE,CRA,1691.673,1296.594,0.9339140114,14,6,1,
11/24/1949,1949,0,0,DET,CHI,1421.887,1646.167,0.2855921275,7,28,0,
11/24/1949,1949,0,0,LDA,NAA,1423.298,1491.873,0.494855343,16,17,0,
11/27/1949,1949,0,0,NYG,WSH,1436.104,1449.082,0.5743111652,23,7,1,
11/27/1949,1949,0,0,BCL,BBA,1274.538,1455.587,0.3389377063,14,38,0,
11/27/1949,1949,0,0,LAR,NYY,1622.29,1256.356,0.9227745237,42,20,1,
11/27/1949,1949,0,0,ARI,GB,1569.456,1314.599,0.8630958731,41,21,1,
11/27/1949,1949,0,0,PHI,PIT,1709.523,1472.152,0.8507616599,34,17,1,
11/27/1949,1949,0,0,SF,NAA,1625.864,1498.722,0.7513935196,35,14,1,
12/4/1949,1949,0,1,SF,NAA,1639.999,1484.587,0.7805361389,17,7,1,
12/4/1949,1949,0,1,CLE,BBA,1694.075,1476.314,0.8358547516,31,21,1,
12/4/1949,1949,0,0,CHI,PIT,1662.63,1464.568,0.8196985679,30,21,1,
12/4/1949,1949,0,0,NYG,PHI,1459.668,1717.107,0.2482872492,3,24,0,
12/4/1949,1949,0,0,WSH,GB,1425.518,1307.321,0.7416508669,30,0,1,
12/4/1949,1949,0,0,LAR,ARI,1626.339,1576.734,0.6591973553,27,31,0,
12/4/1949,1949,0,0,DET,NYY,1405.423,1252.306,0.7782647021,28,27,1,
12/11/1949,1949,0,0,CHI,ARI,1670.047,1599.119,0.6862110196,52,21,1,
12/11/1949,1949,0,0,DET,GB,1408.22,1290.942,0.7406359458,21,7,1,
12/11/1949,1949,0,0,PHI,NYG,1731.222,1445.554,0.8827369214,17,3,1,
12/11/1949,1949,0,0,NYY,PIT,1249.509,1457.151,0.3055273762,0,27,0,
12/11/1949,1949,0,1,CLE,SF,1701.051,1649.566,0.6616244133,21,7,1,
12/11/1949,1949,0,0,LAR,WSH,1603.955,1441.898,0.7870182839,53,27,1,
12/18/1949,1949,0,1,LAR,PHI,1616.68,1736.7,0.421475175,0,14,0,
9/16/1950,1950,0,0,PHI,CLE,1674.314,1647.304,0.6294019746,10,35,0,
9/17/1950,1950,0,0,PIT,NYG,1485.849,1461.717,0.6255294001,7,18,0,
9/17/1950,1950,0,0,LAR,CHI,1564.606,1628.688,0.5013211051,20,24,0,
9/17/1950,1950,0,0,BCL,WSH,1337.541,1454.448,0.4258506855,14,38,0,
9/17/1950,1950,0,0,SF,NYY,1589.774,1321.925,0.871695393,17,21,0,
9/17/1950,1950,0,0,GB,DET,1353.646,1449.128,0.4562450831,7,45,0,
9/22/1950,1950,0,0,LAR,NYY,1548.463,1354.986,0.8157648514,45,28,1,
9/24/1950,1950,0,0,SF,CHI,1556.713,1644.831,0.4667795363,20,32,0,
9/24/1950,1950,0,0,GB,WSH,1320.673,1481.231,0.3658467613,35,21,1,
9/24/1950,1950,0,0,DET,PIT,1482.101,1453.448,0.6316053578,10,7,1,
9/24/1950,1950,0,0,ARI,PHI,1554.09,1631.511,0.4821323557,7,45,0,
9/24/1950,1950,0,0,BCL,CLE,1310.758,1690.107,0.1406939352,0,31,0,
9/29/1950,1950,0,0,NYY,DET,1345.455,1491.898,0.3848947208,44,21,1,
10/1/1950,1950,0,0,CLE,NYG,1698.64,1494.118,0.8251293131,0,6,0,
10/1/1950,1950,0,0,SF,LAR,1533.017,1557.993,0.5573457185,14,35,0,
10/1/1950,1950,0,0,WSH,PIT,1445.325,1443.651,0.5947908304,7,26,0,
10/1/1950,1950,0,0,GB,CHI,1356.579,1668.528,0.1944182822,31,21,1,
10/2/1950,1950,0,0,ARI,BCL,1518.962,1302.225,0.8350443987,55,13,1,
10/7/1950,1950,0,0,PIT,CLE,1480.402,1662.044,0.3381732837,17,30,0,
10/7/1950,1950,0,0,PHI,LAR,1666.639,1593.087,0.6894543175,56,20,1,
10/8/1950,1950,0,0,DET,SF,1451.298,1497.923,0.5264191231,24,7,1,
10/8/1950,1950,0,0,CHI,ARI,1625.009,1529.962,0.7153078505,27,6,1,
10/8/1950,1950,0,0,WSH,NYG,1408.575,1530.713,0.418505187,17,21,0,
10/8/1950,1950,0,0,GB,NYY,1400.098,1386.055,0.6118292889,31,44,0,
10/12/1950,1950,0,0,NYY,SF,1419.552,1470.773,0.5198191852,29,24,1,
10/15/1950,1950,0,0,CHI,GB,1641.415,1366.602,0.8761125281,28,14,1,
10/15/1950,1950,0,0,DET,LAR,1478.448,1571.989,0.4590183424,28,30,0,
10/15/1950,1950,0,0,BCL,PHI,1291.225,1687.737,0.1291678561,14,24,0,
10/15/1950,1950,0,0,CLE,ARI,1678.995,1513.555,0.7902642987,34,24,1,
10/15/1950,1950,0,0,NYG,PIT,1543.844,1463.451,0.6978223327,6,17,0,
10/19/1950,1950,0,0,NYY,GB,1436.652,1360.79,0.6922941947,35,17,1,
10/22/1950,1950,0,0,WSH,ARI,1395.445,1504.45,0.4370081905,28,38,0,
10/22/1950,1950,0,0,PIT,PHI,1500.586,1693.121,0.324284596,10,17,0,
10/22/1950,1950,0,0,NYG,CLE,1506.709,1688.099,0.3384980281,17,13,1,
10/22/1950,1950,0,0,LAR,BCL,1581.945,1285.841,0.8888138225,70,27,1,
10/22/1950,1950,0,0,SF,DET,1453.673,1468.492,0.5717182573,28,27,1,
10/29/1950,1950,0,0,CLE,PIT,1665.617,1487.838,0.8017945471,45,7,1,
10/29/1950,1950,0,0,NYY,CHI,1453.682,1647.227,0.3230119063,38,27,1,
10/29/1950,1950,0,0,LAR,DET,1589.174,1462.687,0.750688521,65,24,1,
10/29/1950,1950,0,0,ARI,NYG,1524.997,1529.191,0.586624241,17,3,1,
10/29/1950,1950,0,0,SF,BCL,1459.478,1278.613,0.8046025453,17,14,1,
10/29/1950,1950,0,0,PHI,WSH,1705.868,1374.898,0.9071553921,35,3,1,
11/5/1950,1950,0,0,LAR,SF,1606.318,1464.351,0.7669909704,28,21,1,
11/5/1950,1950,0,0,NYG,WSH,1507.405,1369.395,0.7628953931,24,21,1,
11/5/1950,1950,0,0,PHI,PIT,1711.37,1474.759,0.8502053409,7,9,0,
11/5/1950,1950,0,0,BCL,GB,1273.74,1343.76,0.492776142,41,21,1,
11/5/1950,1950,0,0,ARI,CLE,1546.784,1678.696,0.4048790132,7,10,0,
11/5/1950,1950,0,0,DET,CHI,1445.542,1611.494,0.3586734443,21,35,0,
11/12/1950,1950,0,0,WSH,PHI,1363.377,1689.722,0.1817668122,0,33,0,
11/12/1950,1950,0,0,CLE,SF,1689.591,1455.493,0.8483536586,34,14,1,
11/12/1950,1950,0,0,PIT,BCL,1496.408,1304.696,0.8142329539,17,7,1,
11/12/1950,1950,0,0,NYG,ARI,1513.423,1535.89,0.560905953,51,21,1,
11/12/1950,1950,0,0,GB,LAR,1312.804,1615.176,0.2031983678,14,45,0,
11/12/1950,1950,0,0,CHI,NYY,1630.068,1489.415,0.7656364363,28,20,1,
11/19/1950,1950,0,0,NYY,LAR,1479.996,1627.889,0.3829205009,35,43,0,
11/19/1950,1950,0,0,PHI,ARI,1701.18,1506.305,0.8169712638,10,14,0,
11/19/1950,1950,0,0,CLE,WSH,1697.719,1351.919,0.9140999014,20,14,1,
11/19/1950,1950,0,0,CHI,SF,1639.486,1447.365,0.8145888105,17,0,1,
11/19/1950,1950,0,0,BCL,NYG,1296.717,1543.008,0.2604569542,20,55,0,
11/19/1950,1950,0,0,DET,GB,1426.968,1300.091,0.7511084519,24,21,1,
11/23/1950,1950,0,0,ARI,PIT,1536.125,1504.386,0.6357290399,17,28,0,
11/23/1950,1950,0,0,DET,NYY,1433.315,1463.78,0.5495368212,49,14,1,
11/26/1950,1950,0,0,WSH,BCL,1349.101,1279.472,0.6845986547,38,28,1,
11/26/1950,1950,0,0,CHI,LAR,1649.083,1644.105,0.599366387,24,14,1,
11/26/1950,1950,0,0,GB,SF,1293.744,1437.768,0.3881966869,25,21,1,
11/26/1950,1950,0,0,NYG,PHI,1560.254,1671.36,0.4340348998,7,3,1,
12/3/1950,1950,0,0,CLE,PHI,1700.536,1652.752,0.6568384776,13,7,1,
12/3/1950,1950,0,0,BCL,DET,1265.218,1465.101,0.31508572,21,45,0,
12/3/1950,1950,0,0,ARI,CHI,1503.077,1667.704,0.3604298155,20,10,1,
12/3/1950,1950,0,0,LAR,GB,1625.484,1314.171,0.8971758613,51,14,1,
12/3/1950,1950,0,0,PIT,WSH,1537.434,1363.355,0.7983879545,7,24,0,
12/3/1950,1950,0,0,NYG,NYY,1578.862,1431.994,0.7719949527,51,7,1,
12/10/1950,1950,0,0,PIT,ARI,1485.654,1535.204,0.522219693,28,7,1,
12/10/1950,1950,0,0,SF,GB,1417.341,1307.783,0.7320084528,30,14,1,
12/10/1950,1950,0,0,CHI,DET,1635.577,1484.214,0.7765174094,6,3,1,
12/10/1950,1950,0,0,PHI,NYG,1640.049,1594.696,0.6536773287,7,9,0,
12/10/1950,1950,0,0,WSH,CLE,1415.135,1713.24,0.2072043084,21,45,0,
12/10/1950,1950,0,0,NYY,BCL,1416.16,1246.105,0.794633587,51,14,1,
12/17/1950,1950,0,1,CLE,NYG,1725.302,1609.817,0.7386483563,8,3,1,
12/17/1950,1950,0,1,LAR,CHI,1631.872,1641.218,0.5794144644,24,14,1,
12/24/1950,1950,0,1,CLE,LAR,1733.957,1651.544,0.7002686431,30,28,1,
9/28/1951,1951,0,0,LAR,NYY,1598.581,1454.772,0.7688805993,54,14,1,
9/30/1951,1951,0,0,SF,CLE,1455.94,1661.753,0.3077658952,24,10,1,
9/30/1951,1951,0,0,DET,WSH,1487.382,1437.049,0.6601381941,35,17,1,
9/30/1951,1951,0,0,GB,CHI,1364.142,1582.697,0.2923632968,20,31,0,
9/30/1951,1951,0,0,ARI,PHI,1505.582,1584.952,0.4793316918,14,17,0,
10/1/1951,1951,0,0,PIT,NYG,1511.656,1569.108,0.5108607366,13,13,0.5,
10/6/1951,1951,0,0,PHI,SF,1598.155,1495.996,0.7235709771,21,14,1,
10/7/1951,1951,0,0,LAR,CLE,1614.259,1621.697,0.5820886697,23,38,0,
10/7/1951,1951,0,0,GB,PIT,1350.56,1511.325,0.3655703537,35,33,1,
10/7/1951,1951,0,0,WSH,NYG,1418.032,1569.439,0.3781521842,14,35,0,
10/7/1951,1951,0,0,ARI,CHI,1492.379,1596.279,0.4442511568,28,14,1,
10/8/1951,1951,0,0,DET,NYY,1506.399,1439.095,0.6817016711,37,10,1,
10/14/1951,1951,0,0,PIT,SF,1496.751,1485.312,0.6082633805,24,28,0,
10/14/1951,1951,0,0,NYG,ARI,1591.933,1523.02,0.6837080228,28,17,1,
10/14/1951,1951,0,0,GB,PHI,1365.135,1608.84,0.2633345315,37,24,1,
10/14/1951,1951,0,0,CHI,NYY,1565.637,1419.086,0.7716735945,24,21,1,
10/14/1951,1951,0,0,CLE,WSH,1654.842,1395.538,0.8660926667,45,0,1,
10/14/1951,1951,0,0,DET,LAR,1526.408,1581.114,0.5148099235,21,27,0,
10/21/1951,1951,0,0,GB,LAR,1407.454,1601.244,0.3227035783,0,28,0,
10/21/1951,1951,0,0,CLE,PIT,1663.778,1476.467,0.8103704211,17,0,1,
10/21/1951,1951,0,0,NYG,PHI,1606.75,1566.52,0.6469712989,26,24,1,
10/21/1951,1951,0,0,CHI,SF,1571.412,1505.596,0.6798401792,13,7,1,
10/21/1951,1951,0,0,WSH,ARI,1386.601,1508.203,0.4192562495,7,3,1,
10/21/1951,1951,0,0,DET,NYY,1506.278,1413.31,0.7128644538,24,24,0.5,
10/28/1951,1951,0,0,NYY,GB,1419.802,1386.923,0.6372473796,27,29,0,
10/28/1951,1951,0,0,SF,LAR,1493.835,1621.775,0.4104000684,44,17,1,
10/28/1951,1951,0,0,PHI,WSH,1559.117,1405.788,0.7784752283,23,27,0,
10/28/1951,1951,0,0,ARI,PIT,1489.016,1466.633,0.623168071,14,28,0,
10/28/1951,1951,0,0,CLE,NYG,1673.613,1614.153,0.6718246614,14,13,1,
10/28/1951,1951,0,0,DET,CHI,1499.786,1583.173,0.4735636558,23,28,0,
11/4/1951,1951,0,0,NYG,NYY,1609.847,1405.149,0.8252754515,37,31,1,
11/4/1951,1951,0,0,GB,DET,1401.577,1482.957,0.4764447346,17,24,0,
11/4/1951,1951,0,0,LAR,SF,1581.324,1534.285,0.6558711787,23,16,1,
11/4/1951,1951,0,0,PIT,PHI,1501.78,1531.298,0.550885919,13,34,0,
11/4/1951,1951,0,0,WSH,CHI,1433.607,1600.003,0.3580857384,0,27,0,
11/4/1951,1951,0,0,ARI,CLE,1453.869,1677.918,0.2858635113,17,34,0,
11/11/1951,1951,0,0,LAR,ARI,1594.942,1438.458,0.7815913854,45,21,1,
11/11/1951,1951,0,0,CHI,DET,1622.816,1502.625,0.743844074,28,41,0,
11/11/1951,1951,0,0,SF,NYY,1520.667,1399.091,0.7453602374,19,14,1,
11/11/1951,1951,0,0,PIT,GB,1467.166,1381.909,0.7036935668,28,7,1,
11/11/1951,1951,0,0,CLE,PHI,1693.329,1565.913,0.751688039,20,17,1,
11/11/1951,1951,0,0,NYG,WSH,1615.905,1410.794,0.8256180005,28,14,1,
11/18/1951,1951,0,0,LAR,NYY,1607.717,1390.68,0.8352821387,48,21,1,
11/18/1951,1951,0,0,PHI,DET,1559.582,1545.495,0.6118894407,10,28,0,
11/18/1951,1951,0,0,SF,ARI,1529.079,1425.683,0.7249929702,21,27,0,
11/18/1951,1951,0,0,NYG,CLE,1624.316,1699.66,0.4851181842,0,10,0,
11/18/1951,1951,0,0,PIT,WSH,1484.313,1402.382,0.6996859489,7,22,0,
11/18/1951,1951,0,0,CHI,GB,1579.946,1364.762,0.8338092944,24,13,1,
11/22/1951,1951,0,0,DET,GB,1582.872,1357.436,0.841826847,52,35,1,
11/25/1951,1951,0,0,CLE,CHI,1722.817,1587.272,0.760319111,42,21,1,
11/25/1951,1951,0,0,NYY,SF,1380.95,1498.525,0.4249107674,10,10,0.5,
11/25/1951,1951,0,0,ARI,NYG,1456.237,1601.16,0.3869683235,0,10,0,
11/25/1951,1951,0,0,WSH,LAR,1443.958,1617.447,0.3487557632,31,21,1,
11/25/1951,1951,0,0,PHI,PIT,1522.205,1442.737,0.6966983456,13,17,0,
12/2/1951,1951,0,0,CLE,ARI,1736.396,1438.33,0.8899250647,49,28,1,
12/2/1951,1951,0,0,NYG,PIT,1619.068,1466.739,0.7774809263,14,0,1,
12/2/1951,1951,0,0,GB,NYY,1349.358,1383.24,0.5446630389,28,31,0,
12/2/1951,1951,0,0,WSH,PHI,1476.81,1498.203,0.5624280512,21,35,0,
12/2/1951,1951,0,0,DET,SF,1590.949,1496.235,0.7149173267,10,20,0,
12/2/1951,1951,0,0,CHI,LAR,1573.693,1584.595,0.5772301504,17,42,0,
12/9/1951,1951,0,0,SF,GB,1533.204,1334.04,0.820634209,31,19,1,
12/9/1951,1951,0,0,LAR,DET,1623.156,1553.979,0.6840365696,22,24,0,
12/9/1951,1951,0,0,NYY,CHI,1398.558,1535.131,0.3984309044,21,45,0,
12/9/1951,1951,0,0,ARI,WSH,1432.489,1445.733,0.5739367735,17,20,0,
12/9/1951,1951,0,0,PHI,NYG,1529.281,1630.036,0.4487253028,7,23,0,
12/9/1951,1951,0,0,PIT,CLE,1455.771,1742.237,0.218426303,0,28,0,
12/16/1951,1951,0,0,WSH,PIT,1462.029,1442.406,0.6194298997,10,20,0,
12/16/1951,1951,0,0,LAR,GB,1607.15,1325.826,0.8801236062,42,14,1,
12/16/1951,1951,0,0,PHI,CLE,1504.261,1755.602,0.2548966011,9,24,0,
12/16/1951,1951,0,0,CHI,ARI,1559.973,1416.192,0.7688519557,14,24,0,
12/16/1951,1951,0,0,SF,DET,1541.419,1569.985,0.5522413856,21,17,1,
12/16/1951,1951,0,0,NYY,NYG,1373.716,1655.056,0.2235055676,17,27,0,
12/23/1951,1951,0,1,LAR,CLE,1614.125,1768.633,0.3739637366,24,17,1,
9/28/1952,1952,0,0,SF,DET,1538.732,1538.871,0.5922730205,17,3,1,
9/28/1952,1952,0,0,GB,CHI,1380.9,1514.49,0.4025537294,14,24,0,
9/28/1952,1952,0,0,DTX,NYG,1300,1611.544,0.1947836807,6,24,0,
9/28/1952,1952,0,0,PIT,PHI,1483.867,1495.82,0.5757530396,25,31,0,
9/28/1952,1952,0,0,CLE,LAR,1662.662,1595.844,0.681094318,37,7,1,
9/29/1952,1952,0,0,ARI,WSH,1472.954,1455.756,0.6161337126,7,23,0,
10/3/1952,1952,0,0,LAR,DET,1575.18,1517.421,0.6696621933,14,17,0,
10/4/1952,1952,0,0,PIT,CLE,1460.906,1683.326,0.2877816786,20,21,0,
10/4/1952,1952,0,0,PHI,NYG,1518.781,1621.858,0.4454211318,7,31,0,
10/5/1952,1952,0,0,DTX,SF,1289.685,1560.182,0.2345247383,14,37,0,
10/5/1952,1952,0,0,GB,WSH,1362.178,1492.024,0.4077478312,35,20,1,
10/5/1952,1952,0,0,ARI,CHI,1436.686,1533.212,0.4547545483,21,10,1,
10/12/1952,1952,0,0,CLE,NYG,1687.049,1650.045,0.6427183563,9,17,0,
10/12/1952,1952,0,0,WSH,ARI,1458.185,1464.178,0.5841107476,6,17,0,
10/12/1952,1952,0,0,GB,LAR,1396.017,1555.515,0.3672635638,28,30,0,
10/12/1952,1952,0,0,PHI,PIT,1490.594,1457.183,0.6379550045,26,21,1,
10/12/1952,1952,0,0,DET,SF,1537.085,1573.815,0.5405942526,0,28,0,
10/12/1952,1952,0,0,CHI,DTX,1505.72,1276.052,0.845043721,38,20,1,
10/18/1952,1952,0,0,DTX,GB,1268.005,1388.28,0.4211172931,14,24,0,
10/19/1952,1952,0,0,CHI,SF,1513.767,1610.696,0.4541793944,16,40,0,
10/19/1952,1952,0,0,PIT,WSH,1444.765,1428.356,0.6150589413,24,28,0,
10/19/1952,1952,0,0,NYG,ARI,1679.663,1494.007,0.8089020828,23,24,0,
10/19/1952,1952,0,0,PHI,CLE,1503.012,1657.432,0.3740823395,7,49,0,
10/19/1952,1952,0,0,DET,LAR,1500.204,1563.253,0.5028076852,24,16,1,
10/26/1952,1952,0,0,SF,DTX,1639.517,1248.304,0.9325271601,48,21,1,
10/26/1952,1952,0,0,GB,DET,1407.981,1522.034,0.4298724021,17,52,0,
10/26/1952,1952,0,0,ARI,PIT,1506.663,1424.206,0.7003218029,28,34,0,
10/26/1952,1952,0,0,CLE,WSH,1684.473,1448.914,0.8494324606,19,15,1,
10/26/1952,1952,0,0,LAR,CHI,1541.423,1484.947,0.6680263603,31,7,1,
10/26/1952,1952,0,0,NYG,PHI,1667.007,1475.971,0.8136436348,10,14,0,
11/2/1952,1952,0,0,SF,CHI,1643.241,1464.693,0.8024971019,17,20,0,
11/2/1952,1952,0,0,LAR,DTX,1561.676,1244.58,0.9002065228,42,20,1,
11/2/1952,1952,0,0,WSH,PIT,1444.65,1453.419,0.5802236726,23,24,0,
11/2/1952,1952,0,0,GB,PHI,1377.844,1505.611,0.4106410619,12,10,1,
11/2/1952,1952,0,0,ARI,NYG,1477.449,1637.367,0.3667019133,6,28,0,
11/2/1952,1952,0,0,DET,CLE,1552.171,1688.737,0.3984405625,17,6,1,
11/9/1952,1952,0,0,CHI,GB,1489.713,1391.173,0.7193847695,28,41,0,
11/9/1952,1952,0,0,NYG,SF,1659.412,1618.221,0.6482337659,23,14,1,
11/9/1952,1952,0,0,DTX,LAR,1239.248,1567.008,0.1805585056,6,27,0,
11/9/1952,1952,0,0,PHI,WSH,1492.281,1436.396,0.6672714622,38,20,1,
11/9/1952,1952,0,0,CLE,ARI,1657.835,1455.405,0.8233848777,28,13,1,
11/9/1952,1952,0,0,PIT,DET,1461.674,1583.073,0.4195407983,6,31,0,
11/16/1952,1952,0,0,CLE,PIT,1666.567,1435.019,0.8464555399,29,28,1,
11/16/1952,1952,0,0,NYG,GB,1674.866,1432.193,0.8545954272,3,17,0,
11/16/1952,1952,0,0,DET,DTX,1609.727,1229.276,0.9285231758,43,13,1,
11/16/1952,1952,0,0,PHI,ARI,1510.854,1446.673,0.6777881685,10,7,1,
11/16/1952,1952,0,0,CHI,LAR,1448.694,1576.98,0.4099182105,24,40,0,
11/16/1952,1952,0,0,WSH,SF,1417.822,1602.768,0.3339297111,17,23,0,
11/23/1952,1952,0,0,WSH,NYG,1405.498,1621.054,0.2959476772,10,14,0,
11/23/1952,1952,0,0,PIT,ARI,1433.143,1438.234,0.5853715427,17,14,1,
11/23/1952,1952,0,0,CHI,DET,1426.116,1613.81,0.3304205839,24,23,1,
11/23/1952,1952,0,0,GB,DTX,1486.004,1225.194,0.8670949039,42,14,1,
11/23/1952,1952,0,0,LAR,SF,1599.558,1615.092,0.5707101634,35,9,1,
11/23/1952,1952,0,0,CLE,PHI,1668.443,1519.292,0.7742999194,20,28,0,
11/27/1952,1952,0,0,DTX,CHI,1217.398,1435.946,0.2923716334,27,23,1,
11/27/1952,1952,0,0,DET,GB,1603.979,1493.8,0.7327091397,48,24,1,
11/30/1952,1952,0,0,WSH,CLE,1396.582,1630.747,0.2741253181,24,48,0,
11/30/1952,1952,0,0,ARI,PHI,1427.043,1556.988,0.407610216,28,22,1,
11/30/1952,1952,0,0,PIT,NYG,1444.335,1629.97,0.3330481275,63,7,1,
11/30/1952,1952,0,0,SF,LAR,1587.417,1627.233,0.5361793479,21,34,0,
12/7/1952,1952,0,0,PHI,DTX,1533.232,1241.885,0.8860787315,38,21,1,
12/7/1952,1952,0,0,NYG,WSH,1572.911,1380.195,0.8151055586,17,27,0,
12/7/1952,1952,0,0,DET,CHI,1619.918,1411.46,0.8283745308,45,21,1,
12/7/1952,1952,0,0,ARI,CLE,1450.799,1647.135,0.3195086444,0,10,0,
12/7/1952,1952,0,0,LAR,GB,1655.861,1477.862,0.80199573,45,27,1,
12/7/1952,1952,0,0,SF,PIT,1558.789,1501.394,0.6691985058,7,24,0,
12/13/1952,1952,0,0,DET,DTX,1629.745,1236.217,0.9333608312,41,6,1,
12/14/1952,1952,0,0,WSH,PHI,1424.472,1538.899,0.4293448405,27,21,1,
12/14/1952,1952,0,0,CHI,ARI,1401.632,1436.34,0.5434835659,10,7,1,
12/14/1952,1952,0,0,SF,GB,1517.825,1467.361,0.6603073596,24,14,1,
12/14/1952,1952,0,0,NYG,CLE,1528.633,1661.595,0.4034234717,37,34,1,
12/14/1952,1952,0,0,LAR,PIT,1666.361,1542.357,0.7480038815,28,14,1,
12/21/1952,1952,0,1,DET,LAR,1633.697,1678.93,0.5284163458,31,21,1,
12/28/1952,1952,0,1,CLE,DET,1644.527,1656.112,0.5762703946,7,17,0,
9/27/1953,1953,0,0,ARI,WSH,1450.903,1466.461,0.5706763151,13,24,0,
9/27/1953,1953,0,0,DET,PIT,1624.624,1521.526,0.7246508198,38,21,1,
9/27/1953,1953,0,0,SF,PHI,1523.869,1512.453,0.6082318322,31,21,1,
9/27/1953,1953,0,0,GB,CLE,1469.588,1579.135,0.4362407213,0,27,0,
9/27/1953,1953,0,0,IND,CHI,1300,1444.412,0.3876663614,13,9,1,
9/27/1953,1953,0,0,LAR,NYG,1606.01,1532.134,0.6898535061,21,7,1,
10/2/1953,1953,0,0,PHI,WSH,1494.296,1495.475,0.5908265182,21,21,0.5,
10/3/1953,1953,0,0,IND,DET,1320.448,1639.412,0.1881716571,17,27,0,
10/3/1953,1953,0,0,PIT,NYG,1506.739,1516.334,0.5790651246,24,14,1,
10/4/1953,1953,0,0,GB,CHI,1441.093,1423.963,0.6160411278,13,17,0,
10/4/1953,1953,0,0,SF,LAR,1542.027,1621.811,0.4787369455,31,30,1,
10/4/1953,1953,0,0,ARI,CLE,1421.889,1607.631,0.3329113243,7,27,0,
