date,season,neutral,playoff,team1,team2,elo1,elo2,elo_prob1,score1,score2,result1
2018-10-15,2018,0,0,GB,SF,1469.31102120539,1420.85468932526,0.6577103089897403,33,30,1
2018-10-18,2018,0,0,ARI,DEN,1426.47796817294,1410.39205626435,0.6146185077363473,10,45,0
2018-10-21,2018,1,0,LAC,TEN,1566.24467101167,1483.23617603227,0.6172365841130979,20,19,1
2018-10-21,2018,0,0,JAX,HOU,1520.68467835375,1422.11804503796,0.7194157179179337,7,20,0
2018-10-21,2018,0,0,PHI,CAR,1622.40028908318,1551.14294139298,0.6866191061796234,17,21,0
2018-10-21,2018,0,0,NYJ,MIN,1461.59585817129,1568.71572993977,0.4396798490718694,17,37,0
2018-10-21,2018,0,0,CHI,NE,1495.04311409378,1630.10532517025,0.4005172155010494,31,38,0
2018-10-21,2018,0,0,IND,BUF,1377.87497554174,1458.41507828726,0.4776508962691413,37,5,1
2018-10-21,2018,0,0,MIA,DET,1486.11508952828,1506.56504719571,0.5637635857282529,21,32,0
2018-10-21,2018,0,0,TB,CLE,1469.97700934776,1324.75728993811,0.7703205313639969,26,23,1
2018-10-21,2018,0,0,BAL,NO,1596.22210463601,1614.54361132285,0.5667744674500501,23,24,0
2018-10-21,2018,0,0,WSH,DAL,1494.73579552398,1540.70395576834,0.5273616571094323,20,17,1
2018-10-21,2018,0,0,SF,LAR,1411.82982573608,1628.44358330477,0.29468054736683974,10,39,0
2018-10-21,2018,0,0,KC,CIN,1644.2802205859,1511.59510355467,0.7573061838915397,45,10,1
2018-10-22,2018,0,0,ATL,NYG,1549.72234335389,1370.0697517406,0.8035029638771481,23,20,1
2018-10-25,2018,0,0,HOU,MIA,1463.13951502405,1457.51800025861,0.600255575097023,42,23,1
2018-10-28,2018,1,0,JAX,PHI,1479.66320836766,1598.83964015023,0.33491575636062126,18,24,0
2018-10-28,2018,0,0,CAR,BAL,1574.70359032593,1588.19461900143,0.5735890077620813,36,21,1
2018-10-28,2018,0,0,CIN,TB,1495.63524847441,1475.7896526456,0.6197319177948868,37,34,1
2018-10-28,2018,0,0,DET,SEA,1535.16213646538,1550.54935221869,0.5709171658226136,14,28,0
2018-10-28,2018,0,0,CHI,NYJ,1478.90016708188,1435.32649227259,0.6513549356932136,24,10,1
2018-10-28,2018,0,0,NYG,WSH,1365.16692002542,1507.72772188836,0.3901989865827449,13,20,0
2018-10-28,2018,0,0,PIT,CLE,1597.09080104942,1318.94464664027,0.8781801081617084,33,18,1
2018-10-28,2018,0,0,KC,DEN,1660.24007566616,1456.12768626945,0.8247888274935649,30,23,1
2018-10-28,2018,0,0,OAK,IND,1389.57513866199,1414.66278478534,0.5571871544512919,28,42,0
2018-10-28,2018,0,0,ARI,SF,1380.74233816784,1393.07685878825,0.5752165012296708,18,15,1
2018-10-28,2018,0,0,LAR,GB,1647.1965502526,1478.33588479457,0.7935093524730363,29,27,1
2018-10-28,2018,0,0,MIN,NO,1594.98509583847,1622.57109695743,0.5536359065367402,20,30,0
2018-10-29,2018,0,0,BUF,NE,1421.62726904366,1646.24827218215,0.2851917923956216,6,25,0
2018-11-01,2018,0,0,SF,OAK,1381.57470772542,1358.83972165781,0.6236437626704917,34,3,1
2018-11-04,2018,0,0,WSH,ATL,1523.40301063962,1554.62517506907,0.5484576382101947,14,38,0
2018-11-04,2018,0,0,CLE,KC,1313.10098557601,1666.73270081299,0.15956104934120866,21,37,0
2018-11-04,2018,0,0,BAL,PIT,1565.09031774404,1602.93446211368,0.5390010294464832,16,23,0
2018-11-04,2018,0,0,BUF,CHI,1405.69599735138,1496.89505598654,0.46236782494137824,9,41,0
2018-11-04,2018,0,0,MIN,DET,1567.97452581362,1503.52728358248,0.6781227868138879,24,9,1
2018-11-04,2018,0,0,CAR,TB,1597.80789158332,1465.63789711444,0.7567607681703419,42,28,1
2018-11-04,2018,0,0,MIA,NYJ,1434.31237142484,1417.33160336793,0.615837913124933,13,6,1
2018-11-04,2018,0,0,SEA,LAC,1582.18420510159,1571.35796816216,0.6074225672426874,17,25,0
2018-11-04,2018,0,0,DEN,HOU,1449.63506112262,1486.34514385782,0.5406227267858574,17,19,0
2018-11-04,2018,0,0,NO,LAR,1649.58166698228,1651.29766388982,0.5900790090292891,45,35,1
2018-11-04,2018,0,0,NE,GB,1662.17954387443,1474.23477115735,0.8109304196719394,31,17,1
2018-11-05,2018,0,0,DAL,TEN,1527.71202940396,1478.12287888178,0.6591768580713652,14,28,0
2018-11-08,2018,0,0,PIT,CAR,1625.6310415807,1609.89838925201,0.6141367294520114,52,21,1
2018-11-11,2018,0,0,TB,WSH,1453.54739944575,1487.54410811804,0.5444992721709035,3,16,0
2018-11-11,2018,0,0,CLE,ATL,1305.10819916958,1590.48407759065,0.21949948195875987,28,16,1
2018-11-11,2018,0,0,CHI,DET,1528.84799117079,1486.67047005949,0.6495276080418523,34,22,1
2018-11-11,2018,0,0,TEN,NE,1515.78629519823,1671.36378500039,0.3725235356653623,34,10,1
2018-11-11,2018,0,0,CIN,NO,1505.78700400557,1668.69093237962,0.3627194493041899,14,51,0
2018-11-11,2018,0,0,NYJ,BUF,1401.92872399742,1373.74306216713,0.6309791772035057,10,41,0
2018-11-11,2018,0,0,KC,ARI,1674.72548721942,1392.24448923067,0.8808245221616333,26,14,1
2018-11-11,2018,0,0,IND,JAX,1445.39820178952,1467.29868867879,0.5617089734470156,29,26,1
2018-11-11,2018,0,0,OAK,LAC,1333.75313662783,1599.00369467403,0.23998990163978892,6,20,0
2018-11-11,2018,0,0,GB,MIA,1465.05053003139,1449.71525079535,0.6135945215043539,31,12,1
2018-11-11,2018,0,0,LAR,SEA,1632.18839849248,1554.53847858972,0.6944822971449335,36,31,1
2018-11-11,2018,0,0,PHI,DAL,1611.2041598391,1490.04861308751,0.7449005912186155,20,27,0
2018-11-12,2018,0,0,SF,NYG,1406.6612927554,1349.49163127416,0.6689112896523255,23,27,0
2018-11-15,2018,0,0,SEA,GB,1544.2568627887,1487.38626478869,0.6685299094200691,27,24,1
2018-11-18,2018,0,0,ATL,DAL,1545.98797939769,1523.89184173277,0.6227802151509846,19,22,0
2018-11-18,2018,0,0,JAX,PIT,1455.38017302494,1651.43029881217,0.3198665469916717,16,20,0
2018-11-18,2018,0,0,IND,TEN,1457.31671744337,1557.91622778692,0.44894672737266195,38,10,1
2018-11-18,2018,0,0,BAL,CIN,1542.39373827702,1480.52283946681,0.6748771582139297,24,21,1
2018-11-18,2018,0,0,DET,CAR,1469.52678135467,1584.09913202054,0.42913985313981223,20,19,1
2018-11-18,2018,0,0,NYG,TB,1372.28903271028,1424.3973086523,0.5185441724665528,38,35,1
2018-11-18,2018,0,0,WSH,HOU,1516.69419891149,1498.37857785054,0.6176541878317274,21,23,0
2018-11-18,2018,0,0,ARI,OAK,1386.96481142969,1321.83946088025,0.6789742206937083,21,23,0
2018-11-18,2018,0,0,LAC,DEN,1610.91737042161,1437.6016271299,0.7976798035382522,22,23,0
2018-11-18,2018,0,0,NO,PHI,1693.95509691838,1577.36093119384,0.7398790568690848,48,7,1
2018-11-18,2018,0,0,CHI,MIN,1545.99167987561,1584.83133933661,0.537576770412053,25,20,1
2018-11-19,2018,0,0,LAR,KC,1642.4700142935,1680.0051650204,0.5394429707077444,54,51,1
2018-11-22,2018,0,0,DET,CHI,1477.62301489322,1562.36797234383,0.4716152736571956,16,23,0
2018-11-22,2018,0,0,DAL,WSH,1541.87074531581,1502.58876616174,0.6457238694069202,31,23,1
2018-11-22,2018,0,0,NO,ATL,1711.91736397854,1528.00907581465,0.8073420794189403,31,17,1
2018-11-25,2018,0,0,TB,SF,1411.12628520836,1383.86389131928,0.6297408062472482,27,9,1
2018-11-25,2018,0,0,BUF,JAX,1419.41368180566,1445.66290652521,0.5555367511408446,24,21,1
2018-11-25,2018,0,0,PHI,NYG,1559.39866413368,1385.56005615422,0.7981651183822268,25,22,1
2018-11-25,2018,0,0,BAL,OAK,1550.91655849393,1337.69592571526,0.8322372397382818,34,17,1
2018-11-25,2018,0,0,CAR,SEA,1576.00289848199,1552.96478354245,0.6240532353229477,27,30,0
2018-11-25,2018,0,0,CIN,CLE,1472.0000192499,1349.60429736254,0.7462548012016184,20,35,0
2018-11-25,2018,0,0,NYJ,NE,1356.25810435889,1629.2338524117,0.23197286820853263,13,27,0
2018-11-25,2018,0,0,LAC,ARI,1598.51577306131,1371.10834659468,0.8433320869066929,45,10,1
2018-11-25,2018,0,0,DEN,PIT,1450.0032244902,1661.1475653119,0.30126643769092476,24,17,1
2018-11-25,2018,0,0,IND,MIA,1495.03830058798,1427.37951603805,0.6821446548459604,27,24,1
2018-11-25,2018,0,0,MIN,GB,1568.45504686839,1478.67834403494,0.7090895471864026,24,17,1
2018-11-26,2018,0,0,HOU,TEN,1512.48401060029,1520.19464464231,0.5817068441444561,34,17,1
2018-11-29,2018,0,0,DAL,NO,1556.73466650565,1721.29133776767,0.36052314568597654,13,10,1
2018-12-02,2018,0,0,CIN,DEN,1426.76582323724,1481.13049769447,0.5153006850209325,10,24,0
2018-12-02,2018,0,0,ATL,BAL,1518.63510202552,1559.52574222295,0.534640574132803,16,26,0
2018-12-02,2018,0,0,JAX,IND,1433.55307111764,1503.34993507328,0.4930971964479223,6,0,1
2018-12-02,2018,0,0,HOU,CLE,1536.05077198557,1394.8384933752,0.766213634523462,29,13,1
2018-12-02,2018,0,0,TB,CAR,1432.05279285295,1557.97920902026,0.4132076776829879,24,17,1
2018-12-02,2018,0,0,NYG,CHI,1380.51203349157,1581.80743140936,0.3133337653220859,30,27,1
2018-12-02,2018,0,0,DET,LAR,1458.18355582769,1655.08191924328,0.3188052094998337,16,30,0
2018-12-02,2018,0,0,GB,ARI,1467.37494685528,1361.19721135375,0.7281740752422695,17,20,0
2018-12-02,2018,0,0,MIA,BUF,1419.06788155275,1431.52351721323,0.5750461381406645,21,17,1
2018-12-02,2018,0,0,OAK,KC,1329.08674198624,1667.39326007062,0.1717494771080491,33,40,0
2018-12-02,2018,0,0,TEN,NYJ,1496.62788325703,1344.77935769458,0.7770020579479813,26,22,1
2018-12-02,2018,0,0,SEA,SF,1570.98847300418,1362.93738367469,0.8280412600062478,43,16,1
2018-12-02,2018,0,0,NE,MIN,1640.71259907601,1579.75844404805,0.6737181784525668,24,10,1
2018-12-02,2018,0,0,PIT,LAC,1630.02029210763,1608.42690830224,0.6221000812452937,30,33,0
2018-12-03,2018,0,0,PHI,WSH,1564.44668679633,1487.7248449719,0.6933475784526845,28,13,1
2018-12-06,2018,0,0,TEN,JAX,1503.16187117379,1453.32392554478,0.6594985420938839,30,9,1
2018-12-09,2018,0,0,GB,ATL,1445.48224594609,1492.71076024395,0.5255529423697665,34,20,1
2018-12-09,2018,0,0,BUF,NYJ,1418.16385950609,1338.24536977782,0.6972460401644619,23,27,0
2018-12-09,2018,0,0,WSH,NYG,1471.74953768324,1400.80783902419,0.6862279990545606,16,40,0
2018-12-09,2018,0,0,TB,NO,1457.1518894833,1702.72090628627,0.2612582892855778,14,28,0
2018-12-09,2018,0,0,MIA,NE,1432.42753925989,1657.42739640944,0.28474741642829804,34,33,1
2018-12-09,2018,0,0,KC,BAL,1673.74681624061,1585.45008400452,0.7073290275688119,27,24,1
2018-12-09,2018,0,0,HOU,IND,1548.16280917923,1483.57908064614,0.6782942545992028,21,24,0
2018-12-09,2018,0,0,CLE,CAR,1382.72645618154,1532.88011238991,0.3798502586054139,26,20,1
2018-12-09,2018,0,0,SF,DEN,1352.74265926179,1509.17527532293,0.37137362583925143,20,14,1
2018-12-09,2018,0,0,LAC,CIN,1626.381904958,1398.72104560878,0.8435247416881245,26,21,1
2018-12-09,2018,0,0,ARI,DET,1383.08991226294,1441.89340222979,0.5089165493769988,3,17,0
2018-12-09,2018,0,0,OAK,PIT,1322.73318581625,1612.06529545187,0.2156228022739233,24,21,1
2018-12-09,2018,0,0,DAL,PHI,1575.30509798705,1580.42199408499,0.5853353612479266,29,23,1
2018-12-09,2018,0,0,CHI,LAR,1561.51162587674,1671.37207284118,0.4357970211722048,15,6,1
2018-12-10,2018,0,0,SEA,MIN,1581.18319741708,1563.04364671462,0.6174148036614986,21,7,1
2018-12-13,2018,0,0,KC,LAC,1681.33278573618,1631.33087548805,0.6597104627304625,,,
2018-12-15,2018,0,0,NYJ,HOU,1362.27150453304,1528.17944516459,0.3587317872122467,,,
2018-12-15,2018,0,0,DEN,CLE,1483.64940413974,1407.83336283094,0.6922378346349025,,,
2018-12-16,2018,0,0,JAX,WSH,1433.31812064278,1424.66228270452,0.604439320733302,,,
2018-12-16,2018,0,0,CHI,GB,1588.03497381133,1470.97286306192,0.7403971475595794,,,
2018-12-16,2018,0,0,BUF,DET,1394.13772475087,1469.53468782727,0.4850420320546502,,,
2018-12-16,2018,0,0,BAL,TB,1577.86411450895,1444.07517356152,0.7584721200735897,,,
2018-12-16,2018,0,0,ATL,ARI,1467.22014312812,1355.44862666546,0.7345006809247843,,,
2018-12-16,2018,0,0,CIN,OAK,1393.77207507873,1346.95011945479,0.6555891272713023,,,
2018-12-16,2018,0,0,NYG,TEN,1447.89509400291,1523.16767607579,0.48522087241799616,,,
2018-12-16,2018,0,0,MIN,MIA,1543.07700193689,1443.12073150836,0.7210276118052372,,,
2018-12-16,2018,0,0,IND,DAL,1503.56244466078,1591.01547062304,0.4677324063988574,,,
2018-12-16,2018,0,0,SF,SEA,1378.26853044498,1601.14984219481,0.28723770031409235,,,
2018-12-16,2018,0,0,PIT,NE,1587.84836181333,1646.73420416097,0.5087980719656245,,,
2018-12-16,2018,0,0,LAR,PHI,1644.84872490659,1564.711621449,0.6975116237154012,,,
2018-12-17,2018,0,0,CAR,NO,1507.77320574051,1715.79762220805,0.3050604895257599,,,
2018-12-22,2018,0,0,TEN,WSH,,,,,,
2018-12-22,2018,0,0,LAC,BAL,,,,,,
2018-12-23,2018,0,0,PHI,HOU,,,,,,
2018-12-23,2018,0,0,IND,NYG,,,,,,
2018-12-23,2018,0,0,MIA,JAX,,,,,,
2018-12-23,2018,0,0,NYJ,GB,,,,,,
2018-12-23,2018,0,0,CLE,CIN,,,,,,
2018-12-23,2018,0,0,DAL,TB,,,,,,
2018-12-23,2018,0,0,DET,MIN,,,,,,
2018-12-23,2018,0,0,NE,BUF,,,,,,
2018-12-23,2018,0,0,CAR,ATL,,,,,,
2018-12-23,2018,0,0,ARI,LAR,,,,,,
2018-12-23,2018,0,0,SF,CHI,,,,,,
2018-12-23,2018,0,0,NO,PIT,,,,,,
2018-12-23,2018,0,0,SEA,KC,,,,,,
2018-12-24,2018,0,0,OAK,DEN,,,,,,
2018-12-30,2018,0,0,BAL,CLE,,,,,,
2018-12-30,2018,0,0,NO,CAR,,,,,,
2018-12-30,2018,0,0,BUF,MIA,,,,,,
2018-12-30,2018,0,0,WSH,PHI,,,,,,
2018-12-30,2018,0,0,TEN,IND,,,,,,
2018-12-30,2018,0,0,GB,DET,,,,,,
2018-12-30,2018,0,0,HOU,JAX,,,,,,
2018-12-30,2018,0,0,KC,OAK,,,,,,
2018-12-30,2018,0,0,TB,ATL,,,,,,
2018-12-30,2018,0,0,PIT,CIN,,,,,,
2018-12-30,2018,0,0,NYG,DAL,,,,,,
2018-12-30,2018,0,0,MIN,CHI,,,,,,
2018-12-30,2018,0,0,NE,NYJ,,,,,,
2018-12-30,2018,0,0,SEA,ARI,,,,,,
2018-12-30,2018,0,0,DEN,LAC,,,,,,
2018-12-30,2018,0,0,LAR,SF,,,,,,
