0,1784
2,30
3,1040
5,18
6,808
7,1932
8,32
9,378
10,1844
11,44
12,208
13,1226
14,1692
15,150
16,582
17,1582
18,80
19,264
20,972
21,1022
22,120
23,404
24,796
25,54
26,110
27,346
28,326
29,40
30,102
31,214
32,30
33,54
34,86
35,64
36,18
37,22
38,50
39,4
40,2
41,18
42,4
43,2
44,4
45,6
47,2
48,4
49,4
